-2.304481000000000002e+00 1.139118700000000040e+01 1.249714239130437707e-02 3.358145838402464278e-01
-7.223800000000224486e-02 1.837185099999999949e+01 7.401720597826096093e-02 1.135635243783996939e+00
-4.924720700000000306e+01 2.165553299999999837e+01 6.486683167701819130e-02 1.356261342707365536e+00
-1.074242899999999956e+01 3.282709999999999795e+00 -1.600352538819898099e-02 3.421448613743897083e-01
-1.799817600000000084e+01 5.183756999999999948e+00 -2.171417334368525021e-02 4.846606972517790157e-01
-3.632038999999999795e+00 2.248221300000000156e+01 3.118917836438912794e-02 7.277430821015914431e-01
-7.365543999999999869e+00 1.531568700000000049e+01 3.932096014492739849e-03 2.800906638022792605e-01
-6.046224999999999739e+00 5.281770999999999994e+00 9.885967391304278755e-04 2.168208047923950721e-01
-7.013323999999999891e+00 3.698498999999999981e+00 -4.734237655279499579e-03 2.381919419885516476e-01
-2.942705099999999874e+01 1.619059999999999278e+00 -5.003625582298132368e-02 8.676832328934803718e-01
-1.706978399999999851e+01 6.804978000000000193e+00 -2.193560903209134175e-02 5.891517043949936472e-01
-4.985043499999999739e+01 2.258597999999999217e+00 -1.482037986542441566e-01 2.435549768628155753e+00
-2.747294999999999821e+00 7.641492999999999647e+00 9.458238638716295887e-03 2.640260640269768144e-01
-1.693883999999999723e+00 2.135220599999999891e+01 5.129346702898546217e-02 8.104064834384124838e-01
-3.983683999999999337e+00 5.785974000000000217e+01 1.413176194099364513e-01 2.237694526833817754e+00
-6.233206000000000024e+00 1.424406999999999979e+00 -4.043513923395414267e-03 1.550695958470190983e-01
-8.203099000000001695e+00 2.277284900000000079e+01 2.613234984472037267e-02 6.831506301007507220e-01
-1.157485999999999926e+01 3.003077000000000041e+01 2.996440129399598890e-02 1.023223814270376453e+00
-3.330131999999999870e+00 3.674700000000000077e+00 1.027344720496898385e-03 1.165383483553814326e-01
-1.171449999999999925e+01 8.307759999999998257e+00 -8.737880434782551928e-03 5.135830149473579187e-01
-3.472930000000000206e+01 2.574132500000000334e+01 -2.426611024844707934e-02 1.459823021796901266e+00
-2.056416099999999858e+01 6.337698999999999749e+00 -3.364905150103539039e-03 3.466369897363051344e-01
-7.641289999999999694e+00 2.223732000000000042e+00 -1.037390041407872110e-02 2.317984641326488737e-01
-6.619481000000000392e+00 1.048908100000000054e+01 9.541249663561054972e-03 2.679682971383124945e-01
-2.511373999999999107e+00 5.183764800000000150e+01 1.093538891304349642e-01 1.763696808815615524e+00
-7.365663999999999767e+00 2.101986000000000132e+01 2.396676167184251527e-02 6.179272603936317720e-01
-2.574943400000000082e+01 2.149981000000000009e+01 -7.851420496894460921e-03 6.908864782307601038e-01
-4.013988999999999585e+00 4.717655999999999850e+00 -1.145742365424426120e-03 2.260978023905584611e-01
-1.282172500000000070e+01 1.831965999999999983e+00 -2.821107054865398811e-02 5.129291746181544598e-01
-3.950834999999999653e+00 4.010410999999999859e+01 9.596993382505154824e-02 1.733742142482096016e+00
-4.553555000000000241e+00 5.859161000000000286e+00 -2.490221997929617341e-03 1.565060246356124174e-01
-2.115850500000000167e+01 2.809250000000000114e+01 9.596947204968862832e-03 8.140131189354801178e-01
-2.145780699999999896e+01 4.555825899999999962e+01 7.319417546583915218e-03 1.226924149262688779e+00
-4.251391999999999172e+00 3.895560999999999829e+00 -1.509417701863365697e-03 1.234235698704012341e-01
-1.190339999999999954e+01 9.219500000000000028e+00 -7.686542443064182115e-04 4.894503275804180098e-01
-2.648430000000000106e+01 3.539099999999999824e+01 2.117140269151130197e-03 1.402152960927817382e+00
-6.186740000000000350e+00 9.949077000000000837e+00 1.398363610248448165e-02 3.403254253730494394e-01
-1.088292000000000037e+00 7.439578000000000024e+00 1.161669679089025707e-02 2.303351592683415827e-01
-1.212851399999999913e+01 1.456981700000000046e+01 3.208143788819932656e-03 4.675390496123311701e-01
-8.496639999999999748e-01 7.362341999999999942e+00 7.865886516563192279e-03 1.822548035964879076e-01
-1.571308000000000149e+00 9.436298999999999992e+00 1.464537223084891836e-02 2.893648548067135895e-01
-1.084709299999999921e+01 8.303060999999999581e+00 -9.988888146997909959e-03 3.768594799950482077e-01
-5.734071000000000140e+00 6.294120999999999633e+00 -8.021661231884312342e-04 1.870433881457032876e-01
-6.045300000000000118e-01 5.511533000000000015e+00 8.670632142857074426e-03 1.704850749688443801e-01
-1.536976800000000054e+01 9.176678000000000779e+00 -1.109752484472053755e-02 4.289194750288713442e-01
-1.276343699999999970e+01 8.535232000000000596e+00 -2.262230517598353211e-02 4.264482390792934119e-01
-7.923532999999999937e+00 7.384884999999999700e+00 -1.225507800207037076e-02 2.612035307085548430e-01
-2.327141200000000154e+01 3.753158000000000438e+00 -5.432958964803293045e-02 9.112901034639923070e-01
-3.045059999999999434e+00 8.669390999999999181e+00 1.693223268633530301e-02 2.978625215452226915e-01
-1.043156899999999965e+01 9.129084999999999894e+00 -1.332173418737052709e-02 2.965460028207792531e-01
-3.092732999999999954e+00 2.503009199999999979e+01 5.595795046583851989e-02 8.992873385080496496e-01
-8.933400000000000674e+00 7.081100000000000172e+00 5.567342132505159920e-03 1.975168260868228332e-01
-4.819300000000000139e+00 4.607099999999999973e+00 -6.180916149068326967e-03 1.386712759586419541e-01
-1.257210999999999856e+00 1.848829999999999885e+01 3.326757505175981233e-02 5.456049668004198105e-01
-8.758214000000000610e+00 1.350689900000000065e+01 -4.007925828157322956e-03 5.199425122480929584e-01
-9.533108000000000359e+00 8.391199999999999548e+00 4.232263871635635194e-03 3.609113206494677928e-01
-2.715377999999999847e+00 1.738477000000000050e+00 -2.034743840579687334e-03 7.870492061571354725e-02
-1.040692499999999967e+02 2.886625999999992587e+00 -3.617445325569362269e-01 5.626726838582560397e+00
-2.904450000000000642e+00 3.473602799999999746e+01 5.906032965838440424e-02 1.151912659730126576e+00
-5.435537000000000063e+01 4.636763700000000199e+01 3.919728672360283522e-02 1.764834874109688423e+00
-2.905110000000000525e+00 2.383175999999999917e+01 3.625698022774344331e-02 7.075853120904015414e-01
-3.286525400000000019e+01 3.797913000000001205e+00 -7.188442362836382216e-02 1.211007028015560927e+00
-7.542296000000000333e+00 1.521245000000000402e+00 -7.808691278467920147e-03 2.119503304129695120e-01
-1.996016000000000012e+00 1.052537000000000056e+00 -2.615537111801266839e-03 6.222563062378399373e-02
-3.960407000000000011e+00 2.976158999999999999e+00 -1.283341666666655816e-03 1.133112903487612372e-01
-1.715661000000000058e+01 7.146738000000000568e+01 5.251210445134582572e-02 1.816904967989556585e+00
-1.230357700000000065e+01 3.654588499999999840e+01 7.327360729813661711e-02 1.319712373688084694e+00
-2.691605500000000006e+01 4.789559100000000313e+01 2.262478561076626538e-02 1.617120796129816185e+00
-1.534559999999999924e+01 1.968745899999999693e+01 1.142925724637673494e-02 6.748763717419800079e-01
-7.125000000000000000e+00 0.000000000000000000e+00 -2.968749999999999861e-02 4.589576122515556800e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-8.497909900000000505e+01 6.997709799999999802e+01 -3.825096014492756352e-02 1.611177138177565471e+00
-9.944441199999999981e+01 9.089191999999999894e+01 1.511971195652170308e-01 3.156333506389752852e+00
-7.388708699999999396e+01 1.000553890000000052e+02 4.884968944099388893e-03 1.387356180950407136e+00
