-1.326082899999999931e+01 1.224713400000000085e+01 7.700556625258909646e-03 6.101301092609560106e-01
-7.663873999999999853e+00 1.108638700000000021e+01 9.989012681159334904e-04 3.802863689625647914e-01
-2.610252000000000017e+00 4.176261000000000223e+00 -2.645211620082819470e-03 1.132304455338393190e-01
-1.905555000000006771e+00 9.941704099999999755e+01 3.229436427795016606e-01 5.029369816437078811e+00
-1.286478800000000078e+01 2.837473599999999863e+01 2.612489138198753960e-02 6.651681786304566302e-01
-6.720844999999997071e+00 5.402772399999999919e+01 1.162159748706001056e-01 2.100414466289361126e+00
-6.510750000000000171e+01 1.950857000000002728e+00 -9.879334930124314407e-02 1.829055440045174397e+00
-1.995592000000002031e+00 5.933598700000000292e+01 1.405131896221547549e-01 2.379092993784652332e+00
-4.013273000000000224e+01 1.506164000000000058e+00 -3.930870887681194720e-02 8.579850242831831286e-01
-2.113215999999999983e+00 3.224870000000000125e+00 3.337419073498945968e-03 9.120108901959167458e-02
-2.315109999999999779e+00 3.358859999999999957e+00 -4.016804865424340710e-04 9.584029918867305320e-02
-3.346687899999999871e+01 1.739630899999999869e+01 -3.244102694099386397e-02 1.049561846566698486e+00
-1.794851040000000069e+02 1.770612120000000118e+02 -8.200419523809626687e-02 3.122654088497108571e+00
-7.794809200000000260e+01 7.972433100000000650e+01 -1.034574016563279304e-03 2.211306195000263486e+00
-1.666227079999999887e+02 1.005467340000000007e+02 3.250103519668005739e-04 2.154132578340317128e+00
0.000000000000000000e+00 7.125000000000000000e+00 2.968749999999999861e-02 4.589576122515556800e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.700812720000000127e+02 1.800380539999999883e+02 2.811897256728769848e-02 2.793853518135531733e+00
-1.150711799999999982e+02 8.474757999999999925e+01 -1.313750025879907024e-01 3.596226956959629462e+00
-1.791548999999999978e+02 1.810331970000000013e+02 -2.297960662525908634e-03 3.743275456567494164e+00
